shot_id,match_id,goal,M0,M1,M2,REF
18242100000216,DFL-MAT-J03WR9,1,0.09657972496792598,0.11426627066958263,0.12017092229611387,0.056
18242100000263,DFL-MAT-J03WR9,0,0.008104826131676311,0.010592011136645346,0.014294748624962769,0.0269
18242100000296,DFL-MAT-J03WR9,0,0.036089300878248895,0.044637303095368695,0.0632744039478543,0.0683
18242100000496,DFL-MAT-J03WR9,0,0.014760887819063125,0.01888842315607006,0.02000497915472623,0.0245
18242100000567,DFL-MAT-J03WR9,0,0.005171777840771802,0.006862864086081359,0.0099619028145945,0.019
18242100000653,DFL-MAT-J03WR9,0,0.26413615450194383,0.29413713079783776,0.39514602028667534,0.3421
18242100000680,DFL-MAT-J03WR9,0,0.0019466514689996555,0.002668037408252027,0.0035838321901218067,0.0237
18242100000699,DFL-MAT-J03WR9,0,0.009018985851502926,0.011743305659122724,0.008846399776692652,0.0186
18242100000746,DFL-MAT-J03WR9,0,0.01889167252253327,0.023957634448012535,0.01428678512106616,0.0221
18242100000750,DFL-MAT-J03WR9,0,0.055552178535112705,0.06746861652891528,0.056248063500293634,0.0617
18242100000756,DFL-MAT-J03WR9,0,0.08580824064691002,0.10212519793974055,0.07166783378359526,0.1443
18242100000767,DFL-MAT-J03WR9,0,0.011099099384366184,0.01434749224473974,0.01238199165149142,0.0224
18242100000805,DFL-MAT-J03WR9,1,0.11807920081131248,0.1382371871650591,0.07359786707090314,0.116
18242100000840,DFL-MAT-J03WR9,0,0.0789493336522889,0.09434400160616835,0.04624513661523116,0.0663
18242100000950,DFL-MAT-J03WR9,0,0.049236563039060446,0.06011380062624943,0.0714487320583836,0.0398
18242100001031,DFL-MAT-J03WR9,0,0.00915642647623916,0.011916015532554962,0.014427421017253328,0.0213
18242100001126,DFL-MAT-J03WR9,0,0.06217725298217409,0.07513496371000077,0.05097262600489706,0.0243
18242100001156,DFL-MAT-J03WR9,0,0.03309567483828526,0.0410775697695311,0.02323765201392919,0.0132
18242100001163,DFL-MAT-J03WR9,0,0.03203092472043298,0.03980787859784898,0.037281108094306674,0.0433
18242100001288,DFL-MAT-J03WR9,0,0.044992278308276526,0.05514349109884755,0.05754170004491599,0.0324
18242100001300,DFL-MAT-J03WR9,0,0.11181453307096771,0.13128642132996238,0.0967061540213103,0.1023
18242100001303,DFL-MAT-J03WR9,0,0.09960870203601963,0.11766392053249944,0.0915952076922775,0.0171
18242100001324,DFL-MAT-J03WR9,0,0.03638204875042092,0.04498463707994045,0.030787981910175094,0.0314
