shot_id,match_id,goal,DFL0,DFL1,DFL2,REF
18226900000439,DFL-MAT-J03WN1,0,0.1326237601693168,0.04469544087455266,0.0428686069783336,0.012
18226900000449,DFL-MAT-J03WN1,0,0.09639305253286568,0.1995225311340465,0.29040771618506844,0.1869
18226900000478,DFL-MAT-J03WN1,1,0.1261735242362783,0.2716972593083802,0.3186101418427229,0.1542
18226900000500,DFL-MAT-J03WN1,0,0.0560635632302378,0.029362104366757662,0.02151558664860825,0.0199
18226900000623,DFL-MAT-J03WN1,0,0.0513701515355371,0.0755560031589226,0.0669863379605344,0.019
18226900000659,DFL-MAT-J03WN1,0,0.05819860679293528,0.041464820530214844,0.034993666536863706,0.0379
18226900000769,DFL-MAT-J03WN1,0,0.10038912773540047,0.14840927534526807,0.15583516256445226,0.0358
18226900000878,DFL-MAT-J03WN1,0,0.07597239979018502,0.010190742107918078,0.01250854443787559,0.1065
18226900000899,DFL-MAT-J03WN1,0,0.1301768255258193,0.22006219225030027,0.32731977586271815,0.2279
18226900000951,DFL-MAT-J03WN1,0,0.11984588319643692,0.19184747417925507,0.18161467216772023,0.1041
18226900001121,DFL-MAT-J03WN1,0,0.12735136144936274,0.14663809148294055,0.21268379546797098,0.2427
18226900001209,DFL-MAT-J03WN1,1,0.07797425004200424,0.18665504283493053,0.17973112827018728,0.1896
18226900001233,DFL-MAT-J03WN1,0,0.08146260621048618,0.18377417234149226,0.24233294489153515,0.0679
18232100000016,DFL-MAT-J03WOH,0,0.1289636045848026,0.06265753095429616,0.04746396144931381,0.0325
18232100000022,DFL-MAT-J03WOH,0,0.1491875024157528,0.10884726123930391,0.1027043315803674,0.0897
18232100000067,DFL-MAT-J03WOH,0,0.08125243255637613,0.0299957667865411,0.02641877432285785,0.1467
18232100000117,DFL-MAT-J03WOH,0,0.06331548069911852,0.053398562234605144,0.05175758250472173,0.0246
18232100000253,DFL-MAT-J03WOH,0,0.17330643720514582,0.3112276436269365,0.26027042379288634,0.0607
18232100000298,DFL-MAT-J03WOH,0,0.10705689330092917,0.10108655017821866,0.06947085506039663,0.066
18232100000402,DFL-MAT-J03WOH,0,0.06109361679968032,0.030473811004503533,0.025637313793512966,0.0192
18232100000445,DFL-MAT-J03WOH,0,0.08480280788523917,0.27848362487881484,0.28781017229028294,0.1649
18232100000478,DFL-MAT-J03WOH,0,0.06764725311948733,0.029889073285388337,0.03308799443861387,0.0279
18232100000487,DFL-MAT-J03WOH,0,0.14869085783892388,0.22691479364158418,0.20071096984661163,0.0864
18232100000533,DFL-MAT-J03WOH,0,0.08029264970584125,0.10647647339072382,0.0775078306882035,0.0368
18232100000570,DFL-MAT-J03WOH,0,0.13188684749089713,0.031576633395466125,0.03755757004509142,0.0119
18232100000606,DFL-MAT-J03WOH,0,0.055329102255336826,0.05933063455322634,0.030725499780012634,0.0152
18232100000680,DFL-MAT-J03WOH,0,0.12572166113109176,0.050185952289635787,0.048076052667175836,0.022
18232100000853,DFL-MAT-J03WOH,0,0.04498921604248996,0.01993111405236393,0.014814263829214993,0.016
18232100000915,DFL-MAT-J03WOH,0,0.07006764035296414,0.02377653633680445,0.026741597533594407,0.0363
18232100000968,DFL-MAT-J03WOH,1,0.09946240666359595,0.0538609896651173,0.046162461943107344,0.0844
18232100001006,DFL-MAT-J03WOH,0,0.05574973032085703,0.02500341164501887,0.027871979400962962,0.0227
18232100001062,DFL-MAT-J03WOH,0,0.06135946166788885,0.09045854942122558,0.060609544916101675,0.0152
18232100001165,DFL-MAT-J03WOH,1,0.128240961325709,0.1368842960016977,0.20865419132576168,0.1548
