shot_id,match_id,goal,ref_xg,split,A_LogReg,A_GBM,B_LogReg,B_GBM,C_LogReg,C_GBM,D_LogReg,D_GBM,P_LogReg,P_GBM
546a8599-335b-4652-80f0-11b016f92960,265958,1,0.5387931,test,0.3894687782784583,0.42965478450767275,0.44147762226389364,0.3875810323065246,0.6779810153169245,0.6219857146697074,0.6002191925020808,0.6669137198136643,0.46839886207473963,0.5712710545028927
d5ca7c69-3d47-4270-84f9-a2f7400a63c0,265958,0,0.14840929,test,0.16403200610665875,0.2082101764801131,0.2004790576143154,0.17536729637907084,0.2522454289137681,0.10797046556236538,0.252784788989367,0.09878837680539651,0.13670558281297954,0.06949484333768881
41183516-bff6-4f8f-9d0a-3a847dbc4ebd,265958,0,0.045276254,test,0.06730710744478609,0.06741720047580832,0.06506205976968191,0.06597229969935026,0.0857970165145967,0.04602564000750333,0.08591069961811859,0.04217760944126702,0.124409067045923,0.033231621654264756
802cb5b9-e264-46b9-9c94-bc8e9faf7e8a,266056,0,0.039868426,dev,0.04174157306368282,0.03452068843473299,0.024027888933457007,0.012342033609691837,0.017501084182379688,0.01543794452875333,0.01634735119240542,0.019397201185146935,0.025697692197538795,0.042208971319442234
01963df4-32c8-44a0-882a-f6ec34ac1e3d,266056,1,0.80571604,dev,0.8156659586092503,0.5245050727811753,0.8106824484731561,0.551326469553091,0.8467675618439301,0.817869233230117,0.9043737507551523,0.8299012730551656,0.8499764262777196,0.8416899331852487
fa223f97-8bd2-48b6-ac91-863ffd2467a1,266056,0,0.1837968,dev,0.09787188168691406,0.13357789567339626,0.18319540468947926,0.31943997785298506,0.15095357949869884,0.2390440522519463,0.13667559781792407,0.24209521552539615,0.14565369903699885,0.2384976005026796
63e6dba9-3047-48fd-8eab-e21cae7696f1,266056,0,0.13597687,dev,0.08282908268973575,0.04788967764874572,0.0745095615279953,0.07080988001481948,0.11069092744338299,0.11323010930753236,0.11498801201797036,0.10213816711093894,0.12943168537595337,0.12845874694346587
a518f240-9fbc-4ee8-8b20-1cc93f1fd27a,266056,0,0.03254777,dev,0.021533683431110992,0.018636575526982894,0.01794769268363561,0.01951194670004375,0.019817419656268653,0.01844393446472992,0.01793047135469777,0.01908147921896289,0.024021662234248058,0.034038851145121084
657e6159-2903-4e24-81b4-d79acd081b24,266056,0,0.14934018,dev,0.19732870938916236,0.22167077735933324,0.1785084200432754,0.21866534031172366,0.24539392927705345,0.21551051627597453,0.2481331047131168,0.2019789698497742,0.31996596527190424,0.2179841319345117
2239614b-7704-4908-9a8c-88bb504023b8,266056,1,0.14010455,dev,0.14201617459621074,0.12298583463812703,0.16565409504440823,0.08452092278228993,0.1499568555797219,0.10933142922049839,0.15890599944737632,0.09408105271456242,0.09004389371939794,0.06778787378893066
02fb8793-907a-4f9d-8ec6-37c8607d607c,266056,0,0.07260708,dev,0.07241741888267461,0.1409850691166452,0.05889978764754206,0.10386729800568979,0.03481206440334913,0.0656807608255645,0.034244078143254156,0.06869002675356208,0.06371748897579749,0.09822137600427004
81b33e73-562d-4f04-bc81-67e729584fa9,266056,0,0.023663992,dev,0.01680210738578908,0.013177274824320842,0.01459290809855433,0.012310678472109761,0.018109503481545507,0.026373133496246048,0.01543982728198171,0.03343075884615776,0.015661232838541216,0.028122087360810292
da5fa654-516d-40c7-9258-13726dcf940b,266056,0,0.024191283,dev,0.060803427527041425,0.014375559996686079,0.06354766528071748,0.015706918220247917,0.058151978430556785,0.012480752812717606,0.05616080262349252,0.0138053182016126,0.05932693956520867,0.01433095992329281
